,Academic Year,County Code,District Code,County Name,District Name,Adjusted Cumulative Enrollment,Stability Count,Stability Rate (percent),Non-Stability Count,Non-Stability Rate (percent)
3515,2020-21,26,10264.0,Mono,Mono County Office of Education,395,81,20.5,314,79.5
3516,2020-21,27,65961.0,Monterey,Alisal Union,8582,8157,95.0,425,5.0
3517,2020-21,27,75150.0,Monterey,Big Sur Unified,117,81,69.2,36,30.8
3518,2020-21,27,65979.0,Monterey,Bradley Union Elementary,72,63,87.5,9,12.5
3519,2020-21,27,65987.0,Monterey,Carmel Unified,2444,2190,89.6,254,10.4
3520,2020-21,27,65995.0,Monterey,Chualar Union,325,285,87.7,40,12.3
3521,2020-21,27,75473.0,Monterey,Gonzales Unified,2295,2220,96.7,75,3.3
3522,2020-21,27,66027.0,Monterey,Graves Elementary,40,35,87.5,5,12.5
3523,2020-21,27,66035.0,Monterey,Greenfield Union Elementary,3574,3377,94.5,197,5.5
3524,2020-21,27,66050.0,Monterey,King City Union,2638,2491,94.4,147,5.6
3525,2020-21,27,66076.0,Monterey,Lagunita Elementary,96,93,96.9,3,3.1
3526,2020-21,27,66084.0,Monterey,Mission Union Elementary,123,123,100.0,0,0.0
3527,2020-21,27,10272.0,Monterey,Monterey County Office of Education,1989,1506,75.7,483,24.3
3528,2020-21,27,66092.0,Monterey,Monterey Peninsula Unified,10531,9522,90.4,1009,9.6
3529,2020-21,27,73825.0,Monterey,North Monterey County Unified,4750,4367,91.9,383,8.1
3530,2020-21,27,66134.0,Monterey,Pacific Grove Unified,1979,1791,90.5,188,9.5
3531,2020-21,27,66142.0,Monterey,Salinas City Elementary,8548,8023,93.9,525,6.1
3532,2020-21,27,66159.0,Monterey,Salinas Union High,17024,15841,93.1,1183,6.9
3533,2020-21,27,66167.0,Monterey,San Antonio Union Elementary,137,105,76.6,32,23.4
3534,2020-21,27,66175.0,Monterey,San Ardo Union Elementary,119,109,91.6,10,8.4
3535,2020-21,27,66183.0,Monterey,San Lucas Union Elementary,75,69,92.0,6,8.0
3536,2020-21,27,66191.0,Monterey,Santa Rita Union Elementary,3588,3376,94.1,212,5.9
3537,2020-21,27,75440.0,Monterey,Soledad Unified,4981,4711,94.6,270,5.4
3538,2020-21,27,66068.0,Monterey,South Monterey County Joint Union High,2732,2474,90.6,258,9.4
3539,2020-21,27,66225.0,Monterey,Spreckels Union Elementary,993,925,93.2,68,6.8
3540,2020-21,27,66233.0,Monterey,Washington Union Elementary,817,768,94.0,49,6.0
3541,2020-21,28,66241.0,Napa,Calistoga Joint Unified,882,851,96.5,31,3.5
3542,2020-21,28,66258.0,Napa,Howell Mountain Elementary,105,85,81.0,20,19.0
3543,2020-21,28,10280.0,Napa,Napa County Office of Education,146,71,48.6,75,51.4
3544,2020-21,28,66266.0,Napa,Napa Valley Unified,17603,16705,94.9,898,5.1
3545,2020-21,28,66282.0,Napa,Pope Valley Union Elementary,58,49,84.5,9,15.5
3546,2020-21,28,66290.0,Napa,Saint Helena Unified,1243,1141,91.8,102,8.2
3547,2020-21,29,66316.0,Nevada,Chicago Park Elementary,175,145,82.9,30,17.1
3548,2020-21,29,66324.0,Nevada,Clear Creek Elementary,179,156,87.2,23,12.8
3549,2020-21,29,66332.0,Nevada,Grass Valley Elementary,1806,1604,88.8,202,11.2
3550,2020-21,29,66340.0,Nevada,Nevada City Elementary,751,656,87.4,95,12.6
3551,2020-21,29,10298.0,Nevada,Nevada County Office of Education,4186,2293,54.8,1893,45.2
3552,2020-21,29,66357.0,Nevada,Nevada Joint Union High,2809,2439,86.8,370,13.2
3553,2020-21,29,76877.0,Nevada,Penn Valley Union Elementary,642,489,76.2,153,23.8
3554,2020-21,29,66373.0,Nevada,Pleasant Ridge Union Elementary,1348,1168,86.6,180,13.4
3555,2020-21,29,66415.0,Nevada,Twin Ridges Elementary,99,76,76.8,23,23.2
3556,2020-21,29,66407.0,Nevada,Union Hill Elementary,748,655,87.6,93,12.4
3557,2020-21,30,66423.0,Orange,Anaheim Elementary,16815,15549,92.5,1266,7.5
3558,2020-21,30,66431.0,Orange,Anaheim Union High,29757,28050,94.3,1707,5.7
3559,2020-21,30,66449.0,Orange,Brea-Olinda Unified,6194,5427,87.6,767,12.4
3560,2020-21,30,66456.0,Orange,Buena Park Elementary,4345,3968,91.3,377,8.7
3561,2020-21,30,66464.0,Orange,Capistrano Unified,52676,47796,90.7,4880,9.3
3562,2020-21,30,66472.0,Orange,Centralia Elementary,4232,3823,90.3,409,9.7
3563,2020-21,30,66480.0,Orange,Cypress Elementary,3657,3447,94.3,210,5.7
3564,2020-21,30,66498.0,Orange,Fountain Valley Elementary,6354,5995,94.4,359,5.6
3565,2020-21,30,66506.0,Orange,Fullerton Elementary,12673,11729,92.6,944,7.4
3566,2020-21,30,66514.0,Orange,Fullerton Joint Union High,13813,12714,92.0,1099,8.0
3567,2020-21,30,66522.0,Orange,Garden Grove Unified,41137,38659,94.0,2478,6.0
3568,2020-21,30,66530.0,Orange,Huntington Beach City Elementary,5817,5310,91.3,507,8.7
3569,2020-21,30,66548.0,Orange,Huntington Beach Union High,15756,14915,94.7,841,5.3
3570,2020-21,30,73650.0,Orange,Irvine Unified,37511,31895,85.0,5616,15.0
3571,2020-21,30,66563.0,Orange,La Habra City Elementary,4704,3950,84.0,754,16.0
3572,2020-21,30,66555.0,Orange,Laguna Beach Unified,2755,2500,90.7,255,9.3
3573,2020-21,30,73924.0,Orange,Los Alamitos Unified,9577,9067,94.7,510,5.3
3574,2020-21,30,66589.0,Orange,Magnolia Elementary,5574,5205,93.4,369,6.6
3575,2020-21,30,66597.0,Orange,Newport-Mesa Unified,19388,17286,89.2,2102,10.8
3576,2020-21,30,66613.0,Orange,Ocean View,7590,6716,88.5,874,11.5
3577,2020-21,30,10306.0,Orange,Orange County Department of Education,12011,8867,73.8,3144,26.2
3578,2020-21,30,66621.0,Orange,Orange Unified,28036,26163,93.3,1873,6.7
3579,2020-21,30,66647.0,Orange,Placentia-Yorba Linda Unified,25052,23033,91.9,2019,8.1
3580,2020-21,30,73635.0,Orange,Saddleback Valley Unified,25847,23883,92.4,1964,7.6
3581,2020-21,30,66670.0,Orange,Santa Ana Unified,47521,45298,95.3,2223,4.7
3582,2020-21,30,66696.0,Orange,Savanna Elementary,2046,1673,81.8,373,18.2
3583,2020-21,30,76893.0,Orange,SBE - Magnolia Science Academy Santa Ana,553,540,97.6,13,2.4
3584,2020-21,30,73643.0,Orange,Tustin Unified,23657,22013,93.1,1644,6.9
3585,2020-21,30,66746.0,Orange,Westminster,8869,8238,92.9,631,7.1
3586,2020-21,31,66761.0,Placer,Ackerman Charter,598,553,92.5,45,7.5
3587,2020-21,31,66779.0,Placer,Alta-Dutch Flat Union Elementary,97,77,79.4,20,20.6
3588,2020-21,31,66787.0,Placer,Auburn Union Elementary,1870,1639,87.6,231,12.4
3589,2020-21,31,66795.0,Placer,Colfax Elementary,392,320,81.6,72,18.4
3590,2020-21,31,66803.0,Placer,Dry Creek Joint Elementary,6749,5822,86.3,927,13.7
3591,2020-21,31,66829.0,Placer,Eureka Union,3387,2841,83.9,546,16.1
3592,2020-21,31,66837.0,Placer,Foresthill Union Elementary,434,364,83.9,70,16.1
3593,2020-21,31,66845.0,Placer,Loomis Union Elementary,2983,2732,91.6,251,8.4
3594,2020-21,31,66852.0,Placer,Newcastle Elementary,2126,1978,93.0,148,7.0
3595,2020-21,31,10314.0,Placer,Placer County Office of Education,770,325,42.2,445,57.8
3596,2020-21,31,66886.0,Placer,Placer Hills Union Elementary,791,685,86.6,106,13.4
3597,2020-21,31,66894.0,Placer,Placer Union High,4188,3775,90.1,413,9.9
3598,2020-21,31,75085.0,Placer,Rocklin Unified,14008,12292,87.7,1716,12.3
3599,2020-21,31,66910.0,Placer,Roseville City Elementary,11712,10493,89.6,1219,10.4
3600,2020-21,31,66928.0,Placer,Roseville Joint Union High,12384,11237,90.7,1147,9.3
3601,2020-21,31,66944.0,Placer,Tahoe-Truckee Unified,4320,3767,87.2,553,12.8
3602,2020-21,31,66951.0,Placer,Western Placer Unified,11108,9981,89.9,1127,10.1
3603,2020-21,32,10322.0,Plumas,Plumas County Office of Education,36,18,50.0,18,50.0
3604,2020-21,32,66969.0,Plumas,Plumas Unified,2239,1875,83.7,364,16.3
3605,2020-21,33,66977.0,Riverside,Alvord Unified,18389,15852,86.2,2537,13.8
3606,2020-21,33,66985.0,Riverside,Banning Unified,4690,4217,89.9,473,10.1
3607,2020-21,33,66993.0,Riverside,Beaumont Unified,15679,13527,86.3,2152,13.7
3608,2020-21,33,31625.0,Riverside,California School for the Deaf-Riverside (State Special Schl),349,335,96.0,14,4.0
3609,2020-21,33,73676.0,Riverside,Coachella Valley Unified,18064,17025,94.2,1039,5.8
3610,2020-21,33,67033.0,Riverside,Corona-Norco Unified,53336,46281,86.8,7055,13.2
3611,2020-21,33,67041.0,Riverside,Desert Center Unified,26,17,65.4,9,34.6
3612,2020-21,33,67058.0,Riverside,Desert Sands Unified,27744,25834,93.1,1910,6.9
3613,2020-21,33,67082.0,Riverside,Hemet Unified,22927,20329,88.7,2598,11.3
3614,2020-21,33,67090.0,Riverside,Jurupa Unified,19392,17867,92.1,1525,7.9
3615,2020-21,33,75176.0,Riverside,Lake Elsinore Unified,22072,19672,89.1,2400,10.9
3616,2020-21,33,67116.0,Riverside,Menifee Union Elementary,12953,11497,88.8,1456,11.2
3617,2020-21,33,67124.0,Riverside,Moreno Valley Unified,33024,30277,91.7,2747,8.3
3618,2020-21,33,75200.0,Riverside,Murrieta Valley Unified,23996,21834,91.0,2162,9.0
3619,2020-21,33,67157.0,Riverside,Nuview Union,2225,2088,93.8,137,6.2
3620,2020-21,33,67173.0,Riverside,Palm Springs Unified,22502,20801,92.4,1701,7.6
3621,2020-21,33,67181.0,Riverside,Palo Verde Unified,4352,3541,81.4,811,18.6
3622,2020-21,33,67199.0,Riverside,Perris Elementary,5650,5313,94.0,337,6.0
3623,2020-21,33,67207.0,Riverside,Perris Union High,11500,10242,89.1,1258,10.9
3624,2020-21,33,10330.0,Riverside,Riverside County Office of Education,13593,11232,82.6,2361,17.4
3625,2020-21,33,67215.0,Riverside,Riverside Unified,41721,37072,88.9,4649,11.1
3626,2020-21,33,67231.0,Riverside,Romoland Elementary,4294,3809,88.7,485,11.3
3627,2020-21,33,67249.0,Riverside,San Jacinto Unified,12058,10722,88.9,1336,11.1
3628,2020-21,33,75192.0,Riverside,Temecula Valley Unified,29746,26621,89.5,3125,10.5
3629,2020-21,33,75242.0,Riverside,Val Verde Unified,20143,18587,92.3,1556,7.7
3630,2020-21,34,67280.0,Sacramento,Arcohe Union Elementary,500,432,86.4,68,13.6
3631,2020-21,34,32276.0,Sacramento,California Education Authority (CEA) Headquarters,391,185,47.3,206,52.7
3632,2020-21,34,73973.0,Sacramento,Center Joint Unified,4428,3870,87.4,558,12.6
3633,2020-21,34,67314.0,Sacramento,Elk Grove Unified,65997,60843,92.2,5154,7.8
3634,2020-21,34,67322.0,Sacramento,Elverta Joint Elementary,287,252,87.8,35,12.2
3635,2020-21,34,67330.0,Sacramento,Folsom-Cordova Unified,20999,18858,89.8,2141,10.2
3636,2020-21,34,67348.0,Sacramento,Galt Joint Union Elementary,3484,3112,89.3,372,10.7
3637,2020-21,34,67355.0,Sacramento,Galt Joint Union High,2260,2100,92.9,160,7.1
3638,2020-21,34,75283.0,Sacramento,Natomas Unified,16225,15116,93.2,1109,6.8
3639,2020-21,34,67413.0,Sacramento,River Delta Joint Unified,2373,2147,90.5,226,9.5
3640,2020-21,34,67421.0,Sacramento,Robla Elementary,2549,2149,84.3,400,15.7
3641,2020-21,34,67439.0,Sacramento,Sacramento City Unified,46811,43127,92.1,3684,7.9
3642,2020-21,34,10348.0,Sacramento,Sacramento County Office of Education,3859,2440,63.2,1419,36.8
3643,2020-21,34,67447.0,Sacramento,San Juan Unified,54349,45977,84.6,8372,15.4
3644,2020-21,34,76505.0,Sacramento,Twin Rivers Unified,35791,29279,81.8,6512,18.2
3645,2020-21,35,75259.0,San Benito,Aromas - San Juan Unified,1082,1004,92.8,78,7.2
3646,2020-21,35,67454.0,San Benito,Bitterwater-Tully Elementary,35,33,94.3,2,5.7
3647,2020-21,35,67462.0,San Benito,Cienega Union Elementary,30,27,90.0,3,10.0
3648,2020-21,35,67470.0,San Benito,Hollister,6173,5733,92.9,440,7.1
3649,2020-21,35,67488.0,San Benito,Jefferson Elementary,*,*,*,*,*
3650,2020-21,35,67504.0,San Benito,North County Joint Union Elementary,763,705,92.4,58,7.6
3651,2020-21,35,67520.0,San Benito,Panoche Elementary,*,*,*,*,*
3652,2020-21,35,10355.0,San Benito,San Benito County Office of Education,48,8,16.7,40,83.3
3653,2020-21,35,67538.0,San Benito,San Benito High,3425,3251,94.9,174,5.1
3654,2020-21,35,67553.0,San Benito,Southside Elementary,223,167,74.9,56,25.1
3655,2020-21,35,67561.0,San Benito,Tres Pinos Union Elementary,67,56,83.6,11,16.4
3656,2020-21,35,67579.0,San Benito,Willow Grove Union Elementary,14,12,85.7,2,14.3
3657,2020-21,36,67587.0,San Bernardino,Adelanto Elementary,8621,7530,87.3,1091,12.7
3658,2020-21,36,67595.0,San Bernardino,Alta Loma Elementary,5889,5416,92.0,473,8.0
3659,2020-21,36,75077.0,San Bernardino,Apple Valley Unified,15217,13327,87.6,1890,12.4
3660,2020-21,36,73858.0,San Bernardino,Baker Valley Unified,131,122,93.1,9,6.9
3661,2020-21,36,67611.0,San Bernardino,Barstow Unified,6679,5446,81.5,1233,18.5
3662,2020-21,36,67637.0,San Bernardino,Bear Valley Unified,2382,2066,86.7,316,13.3
3663,2020-21,36,67645.0,San Bernardino,Central Elementary,4465,3919,87.8,546,12.2
3664,2020-21,36,67652.0,San Bernardino,Chaffey Joint Union High,24725,22863,92.5,1862,7.5
3665,2020-21,36,67678.0,San Bernardino,Chino Valley Unified,28410,26099,91.9,2311,8.1
3666,2020-21,36,67686.0,San Bernardino,Colton Joint Unified,21992,19536,88.8,2456,11.2
3667,2020-21,36,67694.0,San Bernardino,Cucamonga Elementary,2507,2245,89.5,262,10.5
3668,2020-21,36,67702.0,San Bernardino,Etiwanda Elementary,14056,12972,92.3,1084,7.7
3669,2020-21,36,67710.0,San Bernardino,Fontana Unified,36682,33983,92.6,2699,7.4
3670,2020-21,36,67736.0,San Bernardino,Helendale Elementary,6867,5942,86.5,925,13.5
3671,2020-21,36,75044.0,San Bernardino,Hesperia Unified,26195,22584,86.2,3611,13.8
3672,2020-21,36,75051.0,San Bernardino,Lucerne Valley Unified,12630,9274,73.4,3356,26.6
3673,2020-21,36,67777.0,San Bernardino,Morongo Unified,8569,7298,85.2,1271,14.8
3674,2020-21,36,67785.0,San Bernardino,Mountain View Elementary,2753,2524,91.7,229,8.3
3675,2020-21,36,67793.0,San Bernardino,Mt. Baldy Joint Elementary,91,79,86.8,12,13.2
3676,2020-21,36,67801.0,San Bernardino,Needles Unified,1080,877,81.2,203,18.8
3677,2020-21,36,67819.0,San Bernardino,Ontario-Montclair,19910,18656,93.7,1254,6.3
3678,2020-21,36,67827.0,San Bernardino,Oro Grande,6763,4790,70.8,1973,29.2
3679,2020-21,36,67843.0,San Bernardino,Redlands Unified,21148,19384,91.7,1764,8.3
3680,2020-21,36,67850.0,San Bernardino,Rialto Unified,25343,23448,92.5,1895,7.5
3681,2020-21,36,67868.0,San Bernardino,Rim of the World Unified,3139,2722,86.7,417,13.3
3682,2020-21,36,67876.0,San Bernardino,San Bernardino City Unified,54704,48478,88.6,6226,11.4
3683,2020-21,36,10363.0,San Bernardino,San Bernardino County Office of Education,6678,5173,77.5,1505,22.5
3684,2020-21,36,73890.0,San Bernardino,Silver Valley Unified,2346,1628,69.4,718,30.6
3685,2020-21,36,73957.0,San Bernardino,Snowline Joint Unified,7858,6681,85.0,1177,15.0
3686,2020-21,36,67892.0,San Bernardino,Trona Joint Unified,291,238,81.8,53,18.2
3687,2020-21,36,75069.0,San Bernardino,Upland Unified,10566,9858,93.3,708,6.7
3688,2020-21,36,67918.0,San Bernardino,Victor Elementary,13269,11752,88.6,1517,11.4
3689,2020-21,36,67934.0,San Bernardino,Victor Valley Union High,12762,10468,82.0,2294,18.0
3690,2020-21,36,67959.0,San Bernardino,Yucaipa-Calimesa Joint Unified,10144,9188,90.6,956,9.4
3691,2020-21,37,67967.0,San Diego,Alpine Union Elementary,1661,1422,85.6,239,14.4
3692,2020-21,37,76851.0,San Diego,Bonsall Unified,2297,2044,89.0,253,11.0
3693,2020-21,37,67983.0,San Diego,Borrego Springs Unified,4259,2562,60.2,1697,39.8
3694,2020-21,37,67991.0,San Diego,Cajon Valley Union,17932,15812,88.2,2120,11.8
3695,2020-21,37,68007.0,San Diego,Cardiff Elementary,668,617,92.4,51,7.6
3696,2020-21,37,73551.0,San Diego,Carlsbad Unified,11404,10125,88.8,1279,11.2
3697,2020-21,37,68023.0,San Diego,Chula Vista Elementary,30698,28396,92.5,2302,7.5
3698,2020-21,37,68031.0,San Diego,Coronado Unified,2841,2414,85.0,427,15.0
3699,2020-21,37,68049.0,San Diego,Dehesa Elementary,11185,7954,71.1,3231,28.9
3700,2020-21,37,68056.0,San Diego,Del Mar Union Elementary,4125,3591,87.1,534,12.9
3701,2020-21,37,68080.0,San Diego,Encinitas Union Elementary,5167,4650,90.0,517,10.0
3702,2020-21,37,68098.0,San Diego,Escondido Union,18601,16987,91.3,1614,8.7
3703,2020-21,37,68106.0,San Diego,Escondido Union High,9841,9004,91.5,837,8.5
3704,2020-21,37,68114.0,San Diego,Fallbrook Union Elementary,5247,4041,77.0,1206,23.0
3705,2020-21,37,68122.0,San Diego,Fallbrook Union High,2215,1955,88.3,260,11.7
3706,2020-21,37,68130.0,San Diego,Grossmont Union High,22729,20942,92.1,1787,7.9
3707,2020-21,37,68155.0,San Diego,Jamul-Dulzura Union Elementary,789,675,85.6,114,14.4
3708,2020-21,37,68163.0,San Diego,Julian Union Elementary,2176,1601,73.6,575,26.4
3709,2020-21,37,68171.0,San Diego,Julian Union High,117,90,76.9,27,23.1
3710,2020-21,37,68197.0,San Diego,La Mesa-Spring Valley,12195,10965,89.9,1230,10.1
3711,2020-21,37,68189.0,San Diego,Lakeside Union Elementary,5420,4746,87.6,674,12.4
3712,2020-21,37,68205.0,San Diego,Lemon Grove,3403,3033,89.1,370,10.9
3713,2020-21,37,68213.0,San Diego,Mountain Empire Unified,4757,3566,75.0,1191,25.0
3714,2020-21,37,68221.0,San Diego,National Elementary,5373,4278,79.6,1095,20.4
3715,2020-21,37,73569.0,San Diego,Oceanside Unified,20492,16828,82.1,3664,17.9
3716,2020-21,37,68296.0,San Diego,Poway Unified,36536,34526,94.5,2010,5.5
3717,2020-21,37,68304.0,San Diego,Ramona City Unified,5368,4788,89.2,580,10.8
3718,2020-21,37,68312.0,San Diego,Rancho Santa Fe Elementary,596,534,89.6,62,10.4
3719,2020-21,37,10371.0,San Diego,San Diego County Office of Education,7785,6259,80.4,1526,19.6
3720,2020-21,37,68338.0,San Diego,San Diego Unified,124638,112834,90.5,11804,9.5
3721,2020-21,37,68346.0,San Diego,San Dieguito Union High,13264,12544,94.6,720,5.4
3722,2020-21,37,73791.0,San Diego,San Marcos Unified,20669,18910,91.5,1759,8.5
3723,2020-21,37,68353.0,San Diego,San Pasqual Union Elementary,523,483,92.4,40,7.6
3724,2020-21,37,68379.0,San Diego,San Ysidro Elementary,4557,4221,92.6,336,7.4
3725,2020-21,37,68361.0,San Diego,Santee,6918,6014,86.9,904,13.1
3726,2020-21,37,76471.0,San Diego,SBC - High Tech High,3511,3353,95.5,158,4.5
3727,2020-21,37,77032.0,San Diego,SBE - Audeo Charter II,681,213,31.3,468,68.7
3728,2020-21,37,77172.0,San Diego,SBE - Baypoint Preparatory Academy San Diego,161,139,86.3,22,13.7
3729,2020-21,37,77164.0,San Diego,SBE - College Preparatory Middle,402,375,93.3,27,6.7
3730,2020-21,37,77099.0,San Diego,SBE - Grossmont Secondary,640,291,45.5,349,54.5
3731,2020-21,37,77107.0,San Diego,SBE - Sweetwater Secondary,545,322,59.1,223,40.9
3732,2020-21,37,77156.0,San Diego,SBE - Vista Springs Charter,257,233,90.7,24,9.3
3733,2020-21,37,68387.0,San Diego,Solana Beach Elementary,2930,2613,89.2,317,10.8
3734,2020-21,37,68395.0,San Diego,South Bay Union,6720,5944,88.5,776,11.5
3735,2020-21,37,68403.0,San Diego,Spencer Valley Elementary,4215,3320,78.8,895,21.2
3736,2020-21,37,68411.0,San Diego,Sweetwater Union High,39799,37078,93.2,2721,6.8
3737,2020-21,37,68437.0,San Diego,Vallecitos Elementary,206,177,85.9,29,14.1
3738,2020-21,37,75614.0,San Diego,Valley Center-Pauma Unified,3999,3613,90.3,386,9.7
3739,2020-21,37,68452.0,San Diego,Vista Unified,24089,20925,86.9,3164,13.1
3740,2020-21,37,75416.0,San Diego,Warner Unified,2645,2194,82.9,451,17.1
3741,2020-21,38,10389.0,San Francisco,San Francisco County Office of Education,513,210,40.9,303,59.1
3742,2020-21,38,68478.0,San Francisco,San Francisco Unified,63900,55331,86.6,8569,13.4
3743,2020-21,38,77131.0,San Francisco,SBE - KIPP Bayview Elementary,144,138,95.8,6,4.2
3744,2020-21,38,76927.0,San Francisco,SBE - The New School of San Francisco,352,341,96.9,11,3.1
3745,2020-21,39,68486.0,San Joaquin,Banta Elementary,2028,1894,93.4,134,6.6
3746,2020-21,39,68502.0,San Joaquin,Escalon Unified,3094,2795,90.3,299,9.7
3747,2020-21,39,68544.0,San Joaquin,Jefferson Elementary,2363,2070,87.6,293,12.4
3748,2020-21,39,76760.0,San Joaquin,Lammersville Joint Unified,6694,5969,89.2,725,10.8
3749,2020-21,39,68569.0,San Joaquin,Lincoln Unified,9372,8585,91.6,787,8.4
3750,2020-21,39,68577.0,San Joaquin,Linden Unified,2408,2237,92.9,171,7.1
3751,2020-21,39,68585.0,San Joaquin,Lodi Unified,31997,29132,91.0,2865,9.0
3752,2020-21,39,68593.0,San Joaquin,Manteca Unified,24737,20942,84.7,3795,15.3
3753,2020-21,39,68619.0,San Joaquin,New Hope Elementary,189,171,90.5,18,9.5
3754,2020-21,39,68627.0,San Joaquin,New Jerusalem Elementary,7084,5760,81.3,1324,18.7
3755,2020-21,39,68635.0,San Joaquin,Oak View Union Elementary,392,356,90.8,36,9.2
3756,2020-21,39,68650.0,San Joaquin,Ripon Unified,5021,4397,87.6,624,12.4
3757,2020-21,39,10397.0,San Joaquin,San Joaquin County Office of Education,5451,3177,58.3,2274,41.7
3758,2020-21,39,68676.0,San Joaquin,Stockton Unified,42416,38743,91.3,3673,8.7
3759,2020-21,39,75499.0,San Joaquin,Tracy Joint Unified,16097,14594,90.7,1503,9.3
3760,2020-21,40,68700.0,San Luis Obispo,Atascadero Unified,4621,4071,88.1,550,11.9
3761,2020-21,40,68726.0,San Luis Obispo,Cayucos Elementary,181,150,82.9,31,17.1
3762,2020-21,40,75465.0,San Luis Obispo,Coast Unified,544,512,94.1,32,5.9
3763,2020-21,40,68759.0,San Luis Obispo,Lucia Mar Unified,10379,9165,88.3,1214,11.7
3764,2020-21,40,75457.0,San Luis Obispo,Paso Robles Joint Unified,6907,6158,89.2,749,10.8
3765,2020-21,40,68791.0,San Luis Obispo,Pleasant Valley Joint Union Elementary,67,54,80.6,13,19.4
3766,2020-21,40,68809.0,San Luis Obispo,San Luis Coastal Unified,7776,7104,91.4,672,8.6
3767,2020-21,40,10405.0,San Luis Obispo,San Luis Obispo County Office of Education,539,83,15.4,456,84.6
3768,2020-21,40,68825.0,San Luis Obispo,San Miguel Joint Union,991,838,84.6,153,15.4
3769,2020-21,40,68833.0,San Luis Obispo,Shandon Joint Unified,300,261,87.0,39,13.0
3770,2020-21,40,68841.0,San Luis Obispo,Templeton Unified,2395,2108,88.0,287,12.0
3771,2020-21,41,68858.0,San Mateo,Bayshore Elementary,378,354,93.7,24,6.3
3772,2020-21,41,68866.0,San Mateo,Belmont-Redwood Shores Elementary,4285,3932,91.8,353,8.2
3773,2020-21,41,68874.0,San Mateo,Brisbane Elementary,484,453,93.6,31,6.4
3774,2020-21,41,68882.0,San Mateo,Burlingame Elementary,3492,3287,94.1,205,5.9
3775,2020-21,41,68890.0,San Mateo,Cabrillo Unified,3006,2712,90.2,294,9.8
3776,2020-21,41,68908.0,San Mateo,Hillsborough City Elementary,1301,1231,94.6,70,5.4
3777,2020-21,41,68916.0,San Mateo,Jefferson Elementary,6892,6340,92.0,552,8.0
3778,2020-21,41,68924.0,San Mateo,Jefferson Union High,4769,4566,95.7,203,4.3
3779,2020-21,41,68940.0,San Mateo,La Honda-Pescadero Unified,296,264,89.2,32,10.8
3780,2020-21,41,68957.0,San Mateo,Las Lomitas Elementary,1154,1068,92.5,86,7.5
3781,2020-21,41,68965.0,San Mateo,Menlo Park City Elementary,2880,2699,93.7,181,6.3
3782,2020-21,41,68973.0,San Mateo,Millbrae Elementary,2278,2156,94.6,122,5.4
3783,2020-21,41,68932.0,San Mateo,Pacifica,3065,2920,95.3,145,4.7
3784,2020-21,41,68981.0,San Mateo,Portola Valley Elementary,507,478,94.3,29,5.7
