,Academic Year,County Code,District Code,County Name,District Name,Adjusted Cumulative Enrollment,Stability Count,Stability Rate (percent),Non-Stability Count,Non-Stability Rate (percent)
1248,2018-19,15,63768.0,Kern,Semitropic Elementary,224,193,86.2,31,13.8
1249,2018-19,15,73742.0,Kern,Sierra Sands Unified,5462,4734,86.7,728,13.3
1250,2018-19,15,63784.0,Kern,South Fork Union,280,230,82.1,50,17.9
1251,2018-19,15,63776.0,Kern,Southern Kern Unified,3943,3219,81.6,724,18.4
1252,2018-19,15,63792.0,Kern,Standard Elementary,3541,2768,78.2,773,21.8
1253,2018-19,15,63800.0,Kern,Taft City,2527,2171,85.9,356,14.1
1254,2018-19,15,63818.0,Kern,Taft Union High,1082,914,84.5,168,15.5
1255,2018-19,15,63826.0,Kern,Tehachapi Unified,4603,3942,85.6,661,14.4
1256,2018-19,15,63834.0,Kern,Vineland Elementary,769,605,78.7,164,21.3
1257,2018-19,15,63842.0,Kern,Wasco Union Elementary,3843,3444,89.6,399,10.4
1258,2018-19,15,63859.0,Kern,Wasco Union High,1952,1674,85.8,278,14.2
1259,2018-19,16,63875.0,Kings,Armona Union Elementary,1941,1285,66.2,656,33.8
1260,2018-19,16,63883.0,Kings,Central Union Elementary,2041,1654,81.0,387,19.0
1261,2018-19,16,63891.0,Kings,Corcoran Joint Unified,3550,3080,86.8,470,13.2
1262,2018-19,16,63917.0,Kings,Hanford Elementary,6502,5638,86.7,864,13.3
1263,2018-19,16,63925.0,Kings,Hanford Joint Union High,4088,3530,86.4,558,13.6
1264,2018-19,16,63933.0,Kings,Island Union Elementary,452,423,93.6,29,6.4
1265,2018-19,16,10165.0,Kings,Kings County Office of Education,509,302,59.3,207,40.7
1266,2018-19,16,63941.0,Kings,Kings River-Hardwick Union Elementary,842,805,95.6,37,4.4
1267,2018-19,16,63958.0,Kings,Kit Carson Union Elementary,1780,1066,59.9,714,40.1
1268,2018-19,16,63966.0,Kings,Lakeside Union Elementary,351,290,82.6,61,17.4
1269,2018-19,16,63974.0,Kings,Lemoore Union Elementary,3566,3131,87.8,435,12.2
1270,2018-19,16,63982.0,Kings,Lemoore Union High,2326,2008,86.3,318,13.7
1271,2018-19,16,63990.0,Kings,Pioneer Union Elementary,1679,1516,90.3,163,9.7
1272,2018-19,16,73932.0,Kings,Reef-Sunset Unified,2817,2464,87.5,353,12.5
1273,2018-19,17,64014.0,Lake,Kelseyville Unified,1853,1550,83.6,303,16.4
1274,2018-19,17,64022.0,Lake,Konocti Unified,3896,3118,80.0,778,20.0
1275,2018-19,17,10173.0,Lake,Lake County Office of Education,57,23,40.4,34,59.6
1276,2018-19,17,64030.0,Lake,Lakeport Unified,1599,1325,82.9,274,17.1
1277,2018-19,17,64048.0,Lake,Lucerne Elementary,307,229,74.6,78,25.4
1278,2018-19,17,64055.0,Lake,Middletown Unified,1915,1631,85.2,284,14.8
1279,2018-19,17,76976.0,Lake,Upper Lake Unified,911,778,85.4,133,14.6
1280,2018-19,18,64089.0,Lassen,Big Valley Joint Unified,146,116,79.5,30,20.5
1281,2018-19,18,75036.0,Lassen,Fort Sage Unified,349,213,61.0,136,39.0
1282,2018-19,18,64105.0,Lassen,Janesville Union Elementary,405,345,85.2,60,14.8
1283,2018-19,18,64113.0,Lassen,Johnstonville Elementary,214,169,79.0,45,21.0
1284,2018-19,18,10181.0,Lassen,Lassen County Office of Education,52,13,25.0,39,75.0
1285,2018-19,18,64139.0,Lassen,Lassen Union High,856,700,81.8,156,18.2
1286,2018-19,18,64162.0,Lassen,Ravendale-Termo Elementary,496,340,68.5,156,31.5
1287,2018-19,18,64170.0,Lassen,Richmond Elementary,229,214,93.4,15,6.6
1288,2018-19,18,64188.0,Lassen,Shaffer Union Elementary,222,177,79.7,45,20.3
1289,2018-19,18,64196.0,Lassen,Susanville Elementary,1256,1008,80.3,248,19.7
1290,2018-19,18,64204.0,Lassen,Westwood Unified,216,161,74.5,55,25.5
1291,2018-19,19,64212.0,Los Angeles,ABC Unified,21155,19580,92.6,1575,7.4
1292,2018-19,19,75309.0,Los Angeles,Acton-Agua Dulce Unified,28513,11779,41.3,16734,58.7
1293,2018-19,19,75713.0,Los Angeles,Alhambra Unified,17153,15815,92.2,1338,7.8
1294,2018-19,19,64246.0,Los Angeles,Antelope Valley Union High,24338,19445,79.9,4893,20.1
1295,2018-19,19,64261.0,Los Angeles,Arcadia Unified,9685,9127,94.2,558,5.8
1296,2018-19,19,64279.0,Los Angeles,Azusa Unified,8682,7493,86.3,1189,13.7
1297,2018-19,19,64287.0,Los Angeles,Baldwin Park Unified,24653,14134,57.3,10519,42.7
1298,2018-19,19,64295.0,Los Angeles,Bassett Unified,3713,3349,90.2,364,9.8
1299,2018-19,19,64303.0,Los Angeles,Bellflower Unified,12351,10998,89.0,1353,11.0
1300,2018-19,19,64311.0,Los Angeles,Beverly Hills Unified,3926,3638,92.7,288,7.3
1301,2018-19,19,64329.0,Los Angeles,Bonita Unified,10656,9615,90.2,1041,9.8
1302,2018-19,19,64337.0,Los Angeles,Burbank Unified,15681,14602,93.1,1079,6.9
1303,2018-19,19,64345.0,Los Angeles,Castaic Union,2126,1989,93.6,137,6.4
1304,2018-19,19,64352.0,Los Angeles,Centinela Valley Union High,10971,6086,55.5,4885,44.5
1305,2018-19,19,64378.0,Los Angeles,Charter Oak Unified,4875,4324,88.7,551,11.3
1306,2018-19,19,64394.0,Los Angeles,Claremont Unified,7136,6709,94.0,427,6.0
1307,2018-19,19,73437.0,Los Angeles,Compton Unified,24948,21009,84.2,3939,15.8
1308,2018-19,19,64436.0,Los Angeles,Covina-Valley Unified,12390,11090,89.5,1300,10.5
1309,2018-19,19,64444.0,Los Angeles,Culver City Unified,7284,6921,95.0,363,5.0
1310,2018-19,19,64451.0,Los Angeles,Downey Unified,22941,21059,91.8,1882,8.2
1311,2018-19,19,64469.0,Los Angeles,Duarte Unified,6187,4452,72.0,1735,28.0
1312,2018-19,19,64485.0,Los Angeles,East Whittier City Elementary,8884,8287,93.3,597,6.7
1313,2018-19,19,64477.0,Los Angeles,Eastside Union Elementary,3741,2981,79.7,760,20.3
1314,2018-19,19,64501.0,Los Angeles,El Monte City,8491,7659,90.2,832,9.8
1315,2018-19,19,64519.0,Los Angeles,El Monte Union High,9080,8116,89.4,964,10.6
1316,2018-19,19,64527.0,Los Angeles,El Rancho Unified,8901,7975,89.6,926,10.4
1317,2018-19,19,64535.0,Los Angeles,El Segundo Unified,3515,3355,95.4,160,4.6
1318,2018-19,19,64550.0,Los Angeles,Garvey Elementary,4870,4405,90.5,465,9.5
1319,2018-19,19,64568.0,Los Angeles,Glendale Unified,26567,24908,93.8,1659,6.2
1320,2018-19,19,64576.0,Los Angeles,Glendora Unified,7385,7007,94.9,378,5.1
1321,2018-19,19,64584.0,Los Angeles,Gorman Joint,1654,1210,73.2,444,26.8
1322,2018-19,19,73445.0,Los Angeles,Hacienda la Puente Unified,18947,17163,90.6,1784,9.4
1323,2018-19,19,64592.0,Los Angeles,Hawthorne,8562,7623,89.0,939,11.0
1324,2018-19,19,64600.0,Los Angeles,Hermosa Beach City Elementary,1384,1319,95.3,65,4.7
1325,2018-19,19,64626.0,Los Angeles,Hughes-Elizabeth Lakes Union Elementary,211,180,85.3,31,14.7
1326,2018-19,19,64634.0,Los Angeles,Inglewood Unified,12515,10593,84.6,1922,15.4
1327,2018-19,19,64642.0,Los Angeles,Keppel Union Elementary,3734,2548,68.2,1186,31.8
1328,2018-19,19,64659.0,Los Angeles,La Canada Unified,4183,4095,97.9,88,2.1
1329,2018-19,19,64667.0,Los Angeles,Lancaster Elementary,17215,13688,79.5,3527,20.5
1330,2018-19,19,64683.0,Los Angeles,Las Virgenes Unified,11430,10835,94.8,595,5.2
1331,2018-19,19,64691.0,Los Angeles,Lawndale Elementary,6060,5615,92.7,445,7.3
1332,2018-19,19,64709.0,Los Angeles,Lennox,7479,6943,92.8,536,7.2
1333,2018-19,19,64717.0,Los Angeles,Little Lake City Elementary,4549,4120,90.6,429,9.4
1334,2018-19,19,64725.0,Los Angeles,Long Beach Unified,76516,69058,90.3,7458,9.7
1335,2018-19,19,10199.0,Los Angeles,Los Angeles County Office of Education,12114,7409,61.2,4705,38.8
1336,2018-19,19,64733.0,Los Angeles,Los Angeles Unified,630766,563780,89.4,66986,10.6
1337,2018-19,19,64758.0,Los Angeles,Los Nietos,1672,1461,87.4,211,12.6
1338,2018-19,19,64766.0,Los Angeles,Lowell Joint,3361,3044,90.6,317,9.4
1339,2018-19,19,64774.0,Los Angeles,Lynwood Unified,14412,12846,89.1,1566,10.9
1340,2018-19,19,75333.0,Los Angeles,Manhattan Beach Unified,6716,6488,96.6,228,3.4
1341,2018-19,19,64790.0,Los Angeles,Monrovia Unified,5629,5161,91.7,468,8.3
1342,2018-19,19,64808.0,Los Angeles,Montebello Unified,26641,23979,90.0,2662,10.0
1343,2018-19,19,64816.0,Los Angeles,Mountain View Elementary,6730,5990,89.0,740,11.0
1344,2018-19,19,64832.0,Los Angeles,Newhall,6818,6349,93.1,469,6.9
1345,2018-19,19,64840.0,Los Angeles,Norwalk-La Mirada Unified,18152,16481,90.8,1671,9.2
1346,2018-19,19,64857.0,Los Angeles,Palmdale Elementary,25207,20486,81.3,4721,18.7
1347,2018-19,19,64865.0,Los Angeles,Palos Verdes Peninsula Unified,11478,10964,95.5,514,4.5
1348,2018-19,19,64873.0,Los Angeles,Paramount Unified,15618,14000,89.6,1618,10.4
1349,2018-19,19,64881.0,Los Angeles,Pasadena Unified,18775,16632,88.6,2143,11.4
1350,2018-19,19,64907.0,Los Angeles,Pomona Unified,24873,21509,86.5,3364,13.5
1351,2018-19,19,75341.0,Los Angeles,Redondo Beach Unified,10278,9773,95.1,505,4.9
1352,2018-19,19,64931.0,Los Angeles,Rosemead Elementary,2525,2300,91.1,225,8.9
1353,2018-19,19,73452.0,Los Angeles,Rowland Unified,14941,13131,87.9,1810,12.1
1354,2018-19,19,75291.0,Los Angeles,San Gabriel Unified,7504,5258,70.1,2246,29.9
1355,2018-19,19,64964.0,Los Angeles,San Marino Unified,3057,2922,95.6,135,4.4
1356,2018-19,19,64980.0,Los Angeles,Santa Monica-Malibu Unified,10878,10211,93.9,667,6.1
1357,2018-19,19,64998.0,Los Angeles,Saugus Union,10194,9564,93.8,630,6.2
1358,2018-19,19,76968.0,Los Angeles,SBE - Academia Avance Charter,422,360,85.3,62,14.7
1359,2018-19,19,76885.0,Los Angeles,SBE - Anahuacalmecac International University Preparatory of North America,345,282,81.7,63,18.3
1360,2018-19,19,76547.0,Los Angeles,SBE - Barack Obama Charter,480,402,83.8,78,16.3
1361,2018-19,19,77081.0,Los Angeles,SBE - Celerity Himalia,731,669,91.5,62,8.5
1362,2018-19,19,75663.0,Los Angeles,SBE - New West Charter,897,856,95.4,41,4.6
1363,2018-19,19,76992.0,Los Angeles,SBE - Prepa Tec Los Angeles High,331,263,79.5,68,20.5
1364,2018-19,19,75697.0,Los Angeles,SBE - The School of Arts and Enterprise,818,677,82.8,141,17.2
1365,2018-19,19,65029.0,Los Angeles,South Pasadena Unified,4920,4672,95.0,248,5.0
1366,2018-19,19,65037.0,Los Angeles,South Whittier Elementary,2867,2598,90.6,269,9.4
1367,2018-19,19,65045.0,Los Angeles,Sulphur Springs Union,5621,5149,91.6,472,8.4
1368,2018-19,19,65052.0,Los Angeles,Temple City Unified,5830,5502,94.4,328,5.6
1369,2018-19,19,65060.0,Los Angeles,Torrance Unified,24037,22648,94.2,1389,5.8
1370,2018-19,19,65078.0,Los Angeles,Valle Lindo Elementary,1138,1059,93.1,79,6.9
1371,2018-19,19,73460.0,Los Angeles,Walnut Valley Unified,14258,13638,95.7,620,4.3
1372,2018-19,19,65094.0,Los Angeles,West Covina Unified,15298,12411,81.1,2887,18.9
1373,2018-19,19,65102.0,Los Angeles,Westside Union Elementary,10348,9133,88.3,1215,11.7
1374,2018-19,19,65110.0,Los Angeles,Whittier City Elementary,6417,5786,90.2,631,9.8
1375,2018-19,19,65128.0,Los Angeles,Whittier Union High,11870,10435,87.9,1435,12.1
