,Academic Year,County Code,District Code,County Name,District Name,Charter School,DASS,Reporting Category,Cumulative Enrollment,Homeless Student Enrollment,Temporarily Doubled Up,Temporary Shelters,Hotels/Motels,Temporarily Unsheltered,Missing/Unknown,Temporarily Doubled Up (percent),Temporary Shelters (percent),Hotels/Motels (percent),Temporarily Unsheltered (percent),Missing/Unknown (percent)
1663,2020-21,37,10371.0,San Diego,San Diego County Office of Education,All,All,TA,7790,535,475,35,17,8,0,88.8,6.5,3.2,1.5,0.0
1664,2020-21,37,68338.0,San Diego,San Diego Unified,All,All,TA,125143,7705,6679,591,257,178,0,86.7,7.7,3.3,2.3,0.0
1665,2020-21,37,68346.0,San Diego,San Dieguito Union High,All,All,TA,13279,51,28,11,8,4,0,54.9,21.6,15.7,7.8,0.0
1666,2020-21,37,73791.0,San Diego,San Marcos Unified,All,All,TA,20671,225,194,0,26,5,0,86.2,0.0,11.6,2.2,0.0
1667,2020-21,37,68353.0,San Diego,San Pasqual Union Elementary,All,All,TA,523,29,29,0,0,0,0,100.0,0.0,0.0,0.0,0.0
1668,2020-21,37,68379.0,San Diego,San Ysidro Elementary,All,All,TA,4558,1015,814,19,68,114,0,80.2,1.9,6.7,11.2,0.0
1669,2020-21,37,68361.0,San Diego,Santee,All,All,TA,6918,167,149,16,0,2,0,89.2,9.6,0.0,1.2,0.0
1670,2020-21,37,76471.0,San Diego,SBC - High Tech High,All,All,TA,3511,20,12,4,3,1,0,60.0,20.0,15.0,5.0,0.0
1671,2020-21,37,77032.0,San Diego,SBE - Audeo Charter II,All,All,TA,681,19,17,1,0,1,0,89.5,5.3,0.0,5.3,0.0
1672,2020-21,37,77172.0,San Diego,SBE - Baypoint Preparatory Academy San Diego,All,All,TA,161,1,1,0,0,0,0,100.0,0.0,0.0,0.0,0.0
1673,2020-21,37,77164.0,San Diego,SBE - College Preparatory Middle,All,All,TA,402,1,1,0,0,0,0,100.0,0.0,0.0,0.0,0.0
1674,2020-21,37,77099.0,San Diego,SBE - Grossmont Secondary,All,All,TA,640,25,21,0,4,0,0,84.0,0.0,16.0,0.0,0.0
1675,2020-21,37,77107.0,San Diego,SBE - Sweetwater Secondary,All,All,TA,546,32,29,3,0,0,0,90.6,9.4,0.0,0.0,0.0
1676,2020-21,37,77156.0,San Diego,SBE - Vista Springs Charter,All,All,TA,257,31,29,1,0,1,0,93.5,3.2,0.0,3.2,0.0
1677,2020-21,37,68387.0,San Diego,Solana Beach Elementary,All,All,TA,3080,16,12,2,2,0,0,75.0,12.5,12.5,0.0,0.0
1678,2020-21,37,68395.0,San Diego,South Bay Union,All,All,TA,6720,390,335,33,13,9,0,85.9,8.5,3.3,2.3,0.0
1679,2020-21,37,68403.0,San Diego,Spencer Valley Elementary,All,All,TA,4215,64,36,6,17,5,0,56.3,9.4,26.6,7.8,0.0
1680,2020-21,37,68411.0,San Diego,Sweetwater Union High,All,All,TA,39801,611,405,61,76,69,0,66.3,10.0,12.4,11.3,0.0
1681,2020-21,37,68437.0,San Diego,Vallecitos Elementary,All,All,TA,206,3,3,0,0,0,0,100.0,0.0,0.0,0.0,0.0
1682,2020-21,37,75614.0,San Diego,Valley Center-Pauma Unified,All,All,TA,3999,63,61,0,0,2,0,96.8,0.0,0.0,3.2,0.0
1683,2020-21,37,68452.0,San Diego,Vista Unified,All,All,TA,24135,1236,1119,69,24,24,0,90.5,5.6,1.9,1.9,0.0
1684,2020-21,37,75416.0,San Diego,Warner Unified,All,All,TA,2646,72,59,5,6,2,0,81.9,6.9,8.3,2.8,0.0
1685,2020-21,38,10389.0,San Francisco,San Francisco County Office of Education,All,All,TA,517,35,20,12,3,0,0,57.1,34.3,8.6,0.0,0.0
1686,2020-21,38,68478.0,San Francisco,San Francisco Unified,All,All,TA,63980,3224,1771,690,662,101,0,54.9,21.4,20.5,3.1,0.0
1687,2020-21,38,77131.0,San Francisco,SBE - KIPP Bayview Elementary,All,All,TA,144,7,7,0,0,0,0,100.0,0.0,0.0,0.0,0.0
1688,2020-21,38,76927.0,San Francisco,SBE - The New School of San Francisco,All,All,TA,352,1,0,0,1,0,0,0.0,0.0,100.0,0.0,0.0
1689,2020-21,39,68486.0,San Joaquin,Banta Elementary,All,All,TA,2028,7,7,0,0,0,0,100.0,0.0,0.0,0.0,0.0
1690,2020-21,39,68502.0,San Joaquin,Escalon Unified,All,All,TA,3095,24,13,4,0,7,0,54.2,16.7,0.0,29.2,0.0
1691,2020-21,39,68544.0,San Joaquin,Jefferson Elementary,All,All,TA,2363,10,3,3,4,0,0,30.0,30.0,40.0,0.0,0.0
1692,2020-21,39,76760.0,San Joaquin,Lammersville Joint Unified,All,All,TA,6701,103,79,12,4,8,0,76.7,11.7,3.9,7.8,0.0
1693,2020-21,39,68569.0,San Joaquin,Lincoln Unified,All,All,TA,9376,184,143,5,26,10,0,77.7,2.7,14.1,5.4,0.0
1694,2020-21,39,68577.0,San Joaquin,Linden Unified,All,All,TA,2413,8,7,1,0,0,0,87.5,12.5,0.0,0.0,0.0
1695,2020-21,39,68585.0,San Joaquin,Lodi Unified,All,All,TA,32006,232,138,23,51,20,0,59.5,9.9,22.0,8.6,0.0
1696,2020-21,39,68593.0,San Joaquin,Manteca Unified,All,All,TA,24740,1301,1134,41,81,45,0,87.2,3.2,6.2,3.5,0.0
1697,2020-21,39,68619.0,San Joaquin,New Hope Elementary,All,All,TA,190,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1698,2020-21,39,68627.0,San Joaquin,New Jerusalem Elementary,All,All,TA,7087,143,90,26,17,10,0,62.9,18.2,11.9,7.0,0.0
1699,2020-21,39,68635.0,San Joaquin,Oak View Union Elementary,All,All,TA,392,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1700,2020-21,39,68650.0,San Joaquin,Ripon Unified,All,All,TA,5034,184,170,3,8,3,0,92.4,1.6,4.3,1.6,0.0
1701,2020-21,39,10397.0,San Joaquin,San Joaquin County Office of Education,All,All,TA,5456,468,376,20,25,47,0,80.3,4.3,5.3,10.0,0.0
1702,2020-21,39,68676.0,San Joaquin,Stockton Unified,All,All,TA,42427,1818,1308,163,271,76,0,71.9,9.0,14.9,4.2,0.0
1703,2020-21,39,75499.0,San Joaquin,Tracy Joint Unified,All,All,TA,16114,1006,745,200,47,14,0,74.1,19.9,4.7,1.4,0.0
1704,2020-21,40,68700.0,San Luis Obispo,Atascadero Unified,All,All,TA,4623,121,93,17,9,2,0,76.9,14.0,7.4,1.7,0.0
1705,2020-21,40,68726.0,San Luis Obispo,Cayucos Elementary,All,All,TA,197,11,10,0,1,0,0,90.9,0.0,9.1,0.0,0.0
1706,2020-21,40,75465.0,San Luis Obispo,Coast Unified,All,All,TA,544,67,53,3,11,0,0,79.1,4.5,16.4,0.0,0.0
1707,2020-21,40,68759.0,San Luis Obispo,Lucia Mar Unified,All,All,TA,10381,1322,1187,10,25,100,0,89.8,0.8,1.9,7.6,0.0
1708,2020-21,40,75457.0,San Luis Obispo,Paso Robles Joint Unified,All,All,TA,6921,298,172,37,9,80,0,57.7,12.4,3.0,26.8,0.0
1709,2020-21,40,68791.0,San Luis Obispo,Pleasant Valley Joint Union Elementary,All,All,TA,67,3,3,0,0,0,0,100.0,0.0,0.0,0.0,0.0
1710,2020-21,40,68809.0,San Luis Obispo,San Luis Coastal Unified,All,All,TA,7777,715,519,37,29,130,0,72.6,5.2,4.1,18.2,0.0
1711,2020-21,40,10405.0,San Luis Obispo,San Luis Obispo County Office of Education,All,All,TA,539,86,69,3,2,12,0,80.2,3.5,2.3,14.0,0.0
1712,2020-21,40,68825.0,San Luis Obispo,San Miguel Joint Union,All,All,TA,991,131,127,2,2,0,0,96.9,1.5,1.5,0.0,0.0
1713,2020-21,40,68833.0,San Luis Obispo,Shandon Joint Unified,All,All,TA,303,79,75,3,0,0,1,94.9,3.8,0.0,0.0,1.3
1714,2020-21,40,68841.0,San Luis Obispo,Templeton Unified,All,All,TA,2395,14,12,0,2,0,0,85.7,0.0,14.3,0.0,0.0
1715,2020-21,41,68858.0,San Mateo,Bayshore Elementary,All,All,TA,378,2,1,1,0,0,0,50.0,50.0,0.0,0.0,0.0
1716,2020-21,41,68866.0,San Mateo,Belmont-Redwood Shores Elementary,All,All,TA,4289,11,8,2,1,0,0,72.7,18.2,9.1,0.0,0.0
1717,2020-21,41,68874.0,San Mateo,Brisbane Elementary,All,All,TA,485,2,0,2,0,0,0,0.0,100.0,0.0,0.0,0.0
1718,2020-21,41,68882.0,San Mateo,Burlingame Elementary,All,All,TA,3492,17,10,4,0,3,0,58.8,23.5,0.0,17.6,0.0
1719,2020-21,41,68890.0,San Mateo,Cabrillo Unified,All,All,TA,3008,51,37,8,2,4,0,72.5,15.7,3.9,7.8,0.0
1720,2020-21,41,68908.0,San Mateo,Hillsborough City Elementary,All,All,TA,1302,1,1,0,0,0,0,100.0,0.0,0.0,0.0,0.0
1721,2020-21,41,68916.0,San Mateo,Jefferson Elementary,All,All,TA,6892,19,6,6,3,4,0,31.6,31.6,15.8,21.1,0.0
1722,2020-21,41,68924.0,San Mateo,Jefferson Union High,All,All,TA,4772,41,26,10,1,4,0,63.4,24.4,2.4,9.8,0.0
1723,2020-21,41,68940.0,San Mateo,La Honda-Pescadero Unified,All,All,TA,297,3,0,3,0,0,0,0.0,100.0,0.0,0.0,0.0
1724,2020-21,41,68957.0,San Mateo,Las Lomitas Elementary,All,All,TA,1154,2,0,2,0,0,0,0.0,100.0,0.0,0.0,0.0
1725,2020-21,41,68965.0,San Mateo,Menlo Park City Elementary,All,All,TA,2880,1,0,1,0,0,0,0.0,100.0,0.0,0.0,0.0
1726,2020-21,41,68973.0,San Mateo,Millbrae Elementary,All,All,TA,2278,9,9,0,0,0,0,100.0,0.0,0.0,0.0,0.0
1727,2020-21,41,68932.0,San Mateo,Pacifica,All,All,TA,3065,23,15,7,0,1,0,65.2,30.4,0.0,4.3,0.0
1728,2020-21,41,68981.0,San Mateo,Portola Valley Elementary,All,All,TA,507,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1729,2020-21,41,68999.0,San Mateo,Ravenswood City Elementary,All,All,TA,3123,900,874,17,4,5,0,97.1,1.9,0.4,0.6,0.0
1730,2020-21,41,69005.0,San Mateo,Redwood City Elementary,All,All,TA,8267,171,126,30,1,14,0,73.7,17.5,0.6,8.2,0.0
1731,2020-21,41,69013.0,San Mateo,San Bruno Park Elementary,All,All,TA,2295,1,0,1,0,0,0,0.0,100.0,0.0,0.0,0.0
1732,2020-21,41,69021.0,San Mateo,San Carlos Elementary,All,All,TA,3328,11,7,4,0,0,0,63.6,36.4,0.0,0.0,0.0
1733,2020-21,41,10413.0,San Mateo,San Mateo County Office of Education,All,All,TA,379,9,0,7,1,1,0,0.0,77.8,11.1,11.1,0.0
1734,2020-21,41,69047.0,San Mateo,San Mateo Union High,All,All,TA,9923,34,13,14,5,2,0,38.2,41.2,14.7,5.9,0.0
1735,2020-21,41,69039.0,San Mateo,San Mateo-Foster City,All,All,TA,11338,347,269,56,19,3,0,77.5,16.1,5.5,0.9,0.0
1736,2020-21,41,69062.0,San Mateo,Sequoia Union High,All,All,TA,10519,46,20,20,4,2,0,43.5,43.5,8.7,4.3,0.0
1737,2020-21,41,69070.0,San Mateo,South San Francisco Unified,All,All,TA,8330,68,38,12,7,11,0,55.9,17.6,10.3,16.2,0.0
1738,2020-21,41,69088.0,San Mateo,Woodside Elementary,All,All,TA,383,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1739,2020-21,42,69104.0,Santa Barbara,Ballard Elementary,All,All,TA,141,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1740,2020-21,42,69112.0,Santa Barbara,Blochman Union Elementary,All,All,TA,1572,14,7,2,1,4,0,50.0,14.3,7.1,28.6,0.0
1741,2020-21,42,69138.0,Santa Barbara,Buellton Union Elementary,All,All,TA,599,1,1,0,0,0,0,100.0,0.0,0.0,0.0,0.0
1742,2020-21,42,69146.0,Santa Barbara,Carpinteria Unified,All,All,TA,2174,40,35,2,3,0,0,87.5,5.0,7.5,0.0,0.0
1743,2020-21,42,69161.0,Santa Barbara,Cold Spring Elementary,All,All,TA,184,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1744,2020-21,42,69179.0,Santa Barbara,College Elementary,All,All,TA,377,4,4,0,0,0,0,100.0,0.0,0.0,0.0,0.0
1745,2020-21,42,75010.0,Santa Barbara,Cuyama Joint Unified,All,All,TA,287,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1746,2020-21,42,69195.0,Santa Barbara,Goleta Union Elementary,All,All,TA,3550,3,3,0,0,0,0,100.0,0.0,0.0,0.0,0.0
1747,2020-21,42,69203.0,Santa Barbara,Guadalupe Union Elementary,All,All,TA,1305,128,123,3,1,1,0,96.1,2.3,0.8,0.8,0.0
1748,2020-21,42,69211.0,Santa Barbara,Hope Elementary,All,All,TA,853,10,4,5,1,0,0,40.0,50.0,10.0,0.0,0.0
1749,2020-21,42,69229.0,Santa Barbara,Lompoc Unified,All,All,TA,10029,301,257,17,24,3,0,85.4,5.6,8.0,1.0,0.0
1750,2020-21,42,69245.0,Santa Barbara,Los Olivos Elementary,All,All,TA,164,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1751,2020-21,42,69252.0,Santa Barbara,Montecito Union Elementary,All,All,TA,413,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1752,2020-21,42,69260.0,Santa Barbara,Orcutt Union Elementary,All,All,TA,5039,89,74,8,3,4,0,83.1,9.0,3.4,4.5,0.0
1753,2020-21,42,10421.0,Santa Barbara,Santa Barbara County Office of Education,All,All,TA,208,41,35,2,3,1,0,85.4,4.9,7.3,2.4,0.0
1754,2020-21,42,76786.0,Santa Barbara,Santa Barbara Unified,All,All,TA,14448,2568,2446,75,20,27,0,95.2,2.9,0.8,1.1,0.0
1755,2020-21,42,69310.0,Santa Barbara,Santa Maria Joint Union High,All,All,TA,9243,1435,1405,16,8,6,0,97.9,1.1,0.6,0.4,0.0
1756,2020-21,42,69120.0,Santa Barbara,Santa Maria-Bonita,All,All,TA,17152,3612,3514,27,23,48,0,97.3,0.7,0.6,1.3,0.0
1757,2020-21,42,69328.0,Santa Barbara,Santa Ynez Valley Union High,All,All,TA,902,7,3,0,4,0,0,42.9,0.0,57.1,0.0,0.0
1758,2020-21,42,77214.0,Santa Barbara,SBE - Olive Grove Charter - Buellton,All,All,TA,65,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1759,2020-21,42,77206.0,Santa Barbara,SBE - Olive Grove Charter - Lompoc,All,All,TA,156,2,2,0,0,0,0,100.0,0.0,0.0,0.0,0.0
1760,2020-21,42,77198.0,Santa Barbara,SBE - Olive Grove Charter - Orcutt/Santa Maria,All,All,TA,266,1,0,1,0,0,0,0.0,100.0,0.0,0.0,0.0
1761,2020-21,42,77222.0,Santa Barbara,SBE - Olive Grove Charter - Santa Barbara,All,All,TA,169,1,1,0,0,0,0,100.0,0.0,0.0,0.0,0.0
1762,2020-21,42,69336.0,Santa Barbara,Solvang Elementary,All,All,TA,641,9,8,1,0,0,0,88.9,11.1,0.0,0.0,0.0
1763,2020-21,42,69344.0,Santa Barbara,Vista del Mar Union,All,All,TA,31,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1764,2020-21,43,69369.0,Santa Clara,Alum Rock Union Elementary,All,All,TA,10299,94,63,17,4,10,0,67.0,18.1,4.3,10.6,0.0
1765,2020-21,43,69377.0,Santa Clara,Berryessa Union Elementary,All,All,TA,6747,20,16,2,1,1,0,80.0,10.0,5.0,5.0,0.0
1766,2020-21,43,69385.0,Santa Clara,Cambrian,All,All,TA,3286,11,6,1,4,0,0,54.5,9.1,36.4,0.0,0.0
1767,2020-21,43,69393.0,Santa Clara,Campbell Union,All,All,TA,6880,59,31,18,5,5,0,52.5,30.5,8.5,8.5,0.0
1768,2020-21,43,69401.0,Santa Clara,Campbell Union High,All,All,TA,8922,58,50,4,2,2,0,86.2,6.9,3.4,3.4,0.0
1769,2020-21,43,69419.0,Santa Clara,Cupertino Union,All,All,TA,16377,11,5,4,1,1,0,45.5,36.4,9.1,9.1,0.0
1770,2020-21,43,69427.0,Santa Clara,East Side Union High,All,All,TA,27583,577,439,130,1,7,0,76.1,22.5,0.2,1.2,0.0
1771,2020-21,43,69435.0,Santa Clara,Evergreen Elementary,All,All,TA,9992,41,30,7,4,0,0,73.2,17.1,9.8,0.0,0.0
1772,2020-21,43,69450.0,Santa Clara,Franklin-McKinley Elementary,All,All,TA,9241,145,123,15,1,6,0,84.8,10.3,0.7,4.1,0.0
1773,2020-21,43,69468.0,Santa Clara,Fremont Union High,All,All,TA,10951,18,13,2,1,2,0,72.2,11.1,5.6,11.1,0.0
1774,2020-21,43,69484.0,Santa Clara,Gilroy Unified,All,All,TA,11826,242,156,28,28,14,16,64.5,11.6,11.6,5.8,6.6
1775,2020-21,43,69492.0,Santa Clara,Lakeside Joint,All,All,TA,70,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1776,2020-21,43,69500.0,Santa Clara,Loma Prieta Joint Union Elementary,All,All,TA,467,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1777,2020-21,43,69518.0,Santa Clara,Los Altos Elementary,All,All,TA,3762,7,6,1,0,0,0,85.7,14.3,0.0,0.0,0.0
1778,2020-21,43,69526.0,Santa Clara,Los Gatos Union Elementary,All,All,TA,2821,1,1,0,0,0,0,100.0,0.0,0.0,0.0,0.0
1779,2020-21,43,69534.0,Santa Clara,Los Gatos-Saratoga Union High,All,All,TA,3529,2,2,0,0,0,0,100.0,0.0,0.0,0.0,0.0
1780,2020-21,43,69542.0,Santa Clara,Luther Burbank,All,All,TA,491,23,19,3,1,0,0,82.6,13.0,4.3,0.0,0.0
1781,2020-21,43,73387.0,Santa Clara,Milpitas Unified,All,All,TA,10718,301,258,21,16,6,0,85.7,7.0,5.3,2.0,0.0
1782,2020-21,43,69575.0,Santa Clara,Moreland,All,All,TA,4544,13,4,3,4,2,0,30.8,23.1,30.8,15.4,0.0
1783,2020-21,43,69583.0,Santa Clara,Morgan Hill Unified,All,All,TA,9211,787,518,100,20,149,0,65.8,12.7,2.5,18.9,0.0
1784,2020-21,43,69617.0,Santa Clara,Mount Pleasant Elementary,All,All,TA,1978,50,35,10,4,1,0,70.0,20.0,8.0,2.0,0.0
1785,2020-21,43,69591.0,Santa Clara,Mountain View Whisman,All,All,TA,5018,194,159,6,4,25,0,82.0,3.1,2.1,12.9,0.0
1786,2020-21,43,69609.0,Santa Clara,Mountain View-Los Altos Union High,All,All,TA,4693,46,30,13,1,2,0,65.2,28.3,2.2,4.3,0.0
1787,2020-21,43,69625.0,Santa Clara,Oak Grove Elementary,All,All,TA,9736,84,38,20,17,9,0,45.2,23.8,20.2,10.7,0.0
1788,2020-21,43,69633.0,Santa Clara,Orchard Elementary,All,All,TA,855,10,0,5,5,0,0,0.0,50.0,50.0,0.0,0.0
1789,2020-21,43,69641.0,Santa Clara,Palo Alto Unified,All,All,TA,11182,41,21,5,2,13,0,51.2,12.2,4.9,31.7,0.0
1790,2020-21,43,69666.0,Santa Clara,San Jose Unified,All,All,TA,29520,259,146,36,50,27,0,56.4,13.9,19.3,10.4,0.0
1791,2020-21,43,10439.0,Santa Clara,Santa Clara County Office of Education,All,All,TA,13312,242,188,36,13,5,0,77.7,14.9,5.4,2.1,0.0
1792,2020-21,43,69674.0,Santa Clara,Santa Clara Unified,All,All,TA,15369,125,90,9,17,9,0,72.0,7.2,13.6,7.2,0.0
1793,2020-21,43,69682.0,Santa Clara,Saratoga Union Elementary,All,All,TA,1702,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1794,2020-21,43,77149.0,Santa Clara,SBE - KIPP Navigate College Prep,All,All,TA,279,11,11,0,0,0,0,100.0,0.0,0.0,0.0,0.0
1795,2020-21,43,77115.0,Santa Clara,SBE - Perseverance Preparatory,All,All,TA,57,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1796,2020-21,43,69690.0,Santa Clara,Sunnyvale,All,All,TA,6203,21,1,16,0,4,0,4.8,76.2,0.0,19.0,0.0
1797,2020-21,43,69708.0,Santa Clara,Union Elementary,All,All,TA,5925,9,9,0,0,0,0,100.0,0.0,0.0,0.0,0.0
1798,2020-21,44,69732.0,Santa Cruz,Bonny Doon Union Elementary,All,All,TA,123,10,10,0,0,0,0,100.0,0.0,0.0,0.0,0.0
1799,2020-21,44,69757.0,Santa Cruz,Happy Valley Elementary,All,All,TA,113,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1800,2020-21,44,69765.0,Santa Cruz,Live Oak Elementary,All,All,TA,1814,239,226,10,3,0,0,94.6,4.2,1.3,0.0,0.0
1801,2020-21,44,69773.0,Santa Cruz,Mountain Elementary,All,All,TA,148,1,0,1,0,0,0,0.0,100.0,0.0,0.0,0.0
1802,2020-21,44,69781.0,Santa Cruz,Pacific Elementary,All,All,TA,151,86,14,71,1,0,0,16.3,82.6,1.2,0.0,0.0
1803,2020-21,44,69799.0,Santa Cruz,Pajaro Valley Unified,All,All,TA,19812,2773,2571,47,8,147,0,92.7,1.7,0.3,5.3,0.0
1804,2020-21,44,69807.0,Santa Cruz,San Lorenzo Valley Unified,All,All,TA,5895,272,100,133,32,7,0,36.8,48.9,11.8,2.6,0.0
1805,2020-21,44,69815.0,Santa Cruz,Santa Cruz City Elementary,All,All,TA,1770,69,60,5,3,1,0,87.0,7.2,4.3,1.4,0.0
1806,2020-21,44,69823.0,Santa Cruz,Santa Cruz City High,All,All,TA,4780,234,216,3,14,1,0,92.3,1.3,6.0,0.4,0.0
1807,2020-21,44,10447.0,Santa Cruz,Santa Cruz County Office of Education,All,All,TA,1951,30,21,4,4,1,0,70.0,13.3,13.3,3.3,0.0
1808,2020-21,44,77248.0,Santa Cruz,SBE - Watsonville Prep,All,All,TA,247,8,6,1,0,1,0,75.0,12.5,0.0,12.5,0.0
1809,2020-21,44,75432.0,Santa Cruz,Scotts Valley Unified,All,All,TA,2757,25,15,4,0,6,0,60.0,16.0,0.0,24.0,0.0
1810,2020-21,44,69849.0,Santa Cruz,Soquel Union Elementary,All,All,TA,1829,6,4,0,1,1,0,66.7,0.0,16.7,16.7,0.0
1811,2020-21,45,69856.0,Shasta,Anderson Union High,All,All,TA,1752,44,38,0,3,3,0,86.4,0.0,6.8,6.8,0.0
1812,2020-21,45,69872.0,Shasta,Bella Vista Elementary,All,All,TA,373,20,19,1,0,0,0,95.0,5.0,0.0,0.0,0.0
1813,2020-21,45,69880.0,Shasta,Black Butte Union Elementary,All,All,TA,284,1,1,0,0,0,0,100.0,0.0,0.0,0.0,0.0
1814,2020-21,45,69914.0,Shasta,Cascade Union Elementary,All,All,TA,1472,21,14,0,7,0,0,66.7,0.0,33.3,0.0,0.0
1815,2020-21,45,69922.0,Shasta,Castle Rock Union Elementary,All,All,TA,61,2,2,0,0,0,0,100.0,0.0,0.0,0.0,0.0
1816,2020-21,45,69948.0,Shasta,Columbia Elementary,All,All,TA,1713,13,13,0,0,0,0,100.0,0.0,0.0,0.0,0.0
1817,2020-21,45,69955.0,Shasta,Cottonwood Union Elementary,All,All,TA,1263,10,8,0,2,0,0,80.0,0.0,20.0,0.0,0.0
1818,2020-21,45,69971.0,Shasta,Enterprise Elementary,All,All,TA,4066,45,24,4,17,0,0,53.3,8.9,37.8,0.0,0.0
1819,2020-21,45,69989.0,Shasta,Fall River Joint Unified,All,All,TA,1264,1,1,0,0,0,0,100.0,0.0,0.0,0.0,0.0
1820,2020-21,45,69997.0,Shasta,French Gulch-Whiskeytown Elementary,All,All,TA,33,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1821,2020-21,45,75267.0,Shasta,Gateway Unified,All,All,TA,2681,38,30,3,3,2,0,78.9,7.9,7.9,5.3,0.0
1822,2020-21,45,70003.0,Shasta,Grant Elementary,All,All,TA,678,19,18,1,0,0,0,94.7,5.3,0.0,0.0,0.0
1823,2020-21,45,70011.0,Shasta,Happy Valley Union Elementary,All,All,TA,564,35,29,5,0,1,0,82.9,14.3,0.0,2.9,0.0
1824,2020-21,45,70029.0,Shasta,"Igo, Ono, Platina Union Elementary",All,All,TA,55,22,22,0,0,0,0,100.0,0.0,0.0,0.0,0.0
1825,2020-21,45,70037.0,Shasta,Indian Springs Elementary,All,All,TA,22,1,0,1,0,0,0,0.0,100.0,0.0,0.0,0.0
1826,2020-21,45,70045.0,Shasta,Junction Elementary,All,All,TA,408,8,8,0,0,0,0,100.0,0.0,0.0,0.0,0.0
1827,2020-21,45,70052.0,Shasta,Millville Elementary,All,All,TA,266,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1828,2020-21,45,73700.0,Shasta,Mountain Union Elementary,All,All,TA,87,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1829,2020-21,45,70078.0,Shasta,North Cow Creek Elementary,All,All,TA,268,2,2,0,0,0,0,100.0,0.0,0.0,0.0,0.0
1830,2020-21,45,70086.0,Shasta,Oak Run Elementary,All,All,TA,68,5,5,0,0,0,0,100.0,0.0,0.0,0.0,0.0
1831,2020-21,45,70094.0,Shasta,Pacheco Union Elementary,All,All,TA,735,14,6,0,6,2,0,42.9,0.0,42.9,14.3,0.0
1832,2020-21,45,70110.0,Shasta,Redding Elementary,All,All,TA,3400,120,79,16,21,4,0,65.8,13.3,17.5,3.3,0.0
1833,2020-21,45,10454.0,Shasta,Shasta County Office of Education,All,All,TA,1075,29,20,5,2,2,0,69.0,17.2,6.9,6.9,0.0
1834,2020-21,45,70128.0,Shasta,Shasta Union Elementary,All,All,TA,136,10,5,0,5,0,0,50.0,0.0,50.0,0.0,0.0
1835,2020-21,45,70136.0,Shasta,Shasta Union High,All,All,TA,5760,76,63,4,6,3,0,82.9,5.3,7.9,3.9,0.0
1836,2020-21,45,70169.0,Shasta,Whitmore Union Elementary,All,All,TA,583,2,2,0,0,0,0,100.0,0.0,0.0,0.0,0.0
1837,2020-21,47,70185.0,Siskiyou,Big Springs Union Elementary,All,All,TA,204,7,7,0,0,0,0,100.0,0.0,0.0,0.0,0.0
1838,2020-21,47,70193.0,Siskiyou,Bogus Elementary,All,All,TA,22,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1839,2020-21,47,73684.0,Siskiyou,Butte Valley Unified,All,All,TA,296,1,1,0,0,0,0,100.0,0.0,0.0,0.0,0.0
1840,2020-21,47,70201.0,Siskiyou,Butteville Union Elementary,All,All,TA,184,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1841,2020-21,47,70227.0,Siskiyou,Delphic Elementary,All,All,TA,63,3,1,0,2,0,0,33.3,0.0,66.7,0.0,0.0
1842,2020-21,47,70243.0,Siskiyou,Dunsmuir Elementary,All,All,TA,107,9,8,0,1,0,0,88.9,0.0,11.1,0.0,0.0
1843,2020-21,47,70250.0,Siskiyou,Dunsmuir Joint Union High,All,All,TA,62,3,3,0,0,0,0,100.0,0.0,0.0,0.0,0.0
1844,2020-21,47,70292.0,Siskiyou,Forks of Salmon Elementary,All,All,TA,10,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1845,2020-21,47,70318.0,Siskiyou,Gazelle Union Elementary,All,All,TA,41,1,1,0,0,0,0,100.0,0.0,0.0,0.0,0.0
1846,2020-21,47,70326.0,Siskiyou,Grenada Elementary,All,All,TA,218,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1847,2020-21,47,70334.0,Siskiyou,Happy Camp Union Elementary,All,All,TA,112,5,5,0,0,0,0,100.0,0.0,0.0,0.0,0.0
